2010/06/06 55353.89 16.611 0.067 15.690 0.065   -          1
2010/06/07 55354.89 16.412 0.133 15.704 0.053 15.278 0.068 2
2010/06/07 55354.96 16.490 0.091 15.703 0.119   -          1
2010/06/11 55358.89 16.491 0.064 15.753 0.066   -          1
2010/06/14 55361.90 16.564 0.095 15.830 0.091   -          1
2010/06/27 55374.89 16.744 0.340 15.838 0.082   -          1
2010/06/29 55376.90 16.758 0.192 15.871 0.112   -          1
2010/12/01 55531.22 18.974 0.167 17.774 0.152 16.868 0.128 2
2010/12/24 55554.14 19.341 0.127 18.053 0.141 17.465 0.101 2
