2010/07/08 55385.5 16.88 0.01 16.76 0.01 1
2010/12/30 55560.6 18.24 0.03 17.94 0.02 1
2011/02/03 55595.7 18.04 0.03 17.78 0.01 1
2012/01/14 55940.8 18.33 0.03 18.04 0.02 1
2012/06/16 55094.9 18.83 0.05 18.30 0.02 1
2014/01/30 56687.4 21.39 0.45 20.09 0.12 1
2014/03/03 56719.1 20.99 0.33 20.00 0.11 1
2014/07/03 56841.0 22.12 0.76 20.25 0.13 1
2014/07/06 56844.5 21.76 0.59 20.24 0.13 1
2015/02/11 57064.9 22.44 0.93 21.12 0.28 1
