KBJD,raw_ap_chosen,post_decorr_ap_chosen,final_ap_chosen,err_ap_chosen,raw_ap_0,post_decorr_ap_0,final_ap_0,err_ap_0,raw_ap_1,post_decorr_ap_1,final_ap_1,err_ap_1,raw_ap_2,post_decorr_ap_2,final_ap_2,err_ap_2,raw_ap_3,post_decorr_ap_3,final_ap_3,err_ap_3,raw_ap_4,post_decorr_ap_4,final_ap_4,err_ap_4,raw_ap_5,post_decorr_ap_5,final_ap_5,err_ap_5,raw_ap_6,post_decorr_ap_6,final_ap_6,err_ap_6
2060.28419005,13.25353,,,0.00216,13.29699,,,0.00168,13.28555,,,0.00183,13.26937,,,0.00199,13.25353,,,0.00216,13.24348,,,0.00234,13.24254,,,0.00256,13.24738,,,0.00279
2060.30462236,13.30816,,,0.00229,13.34623,,,0.00178,13.3386,,,0.00194,13.32346,,,0.00211,13.30816,,,0.00229,13.2983,,,0.00249,13.29818,,,0.00272,13.30371,,,0.00298
2060.32505457,13.36203,,,0.0024,13.39448,,,0.00185,13.3906,,,0.00202,13.37663,,,0.0022,13.36203,,,0.0024,13.35271,,,0.0026,13.35328,,,0.00285,13.35941,,,0.00312
2060.34548668,13.41184,,,0.00248,13.43985,,,0.00191,13.43906,,,0.00209,13.42592,,,0.00228,13.41184,,,0.00248,13.40311,,,0.0027,13.40447,,,0.00296,13.4115,,,0.00324
2060.36591899,13.45159,,,0.00256,13.4728,,,0.00195,13.47578,,,0.00215,13.46437,,,0.00235,13.45159,,,0.00256,13.44391,,,0.00278,13.4462,,,0.00306,13.45357,,,0.00334
2060.3863512,13.47695,,,0.00263,13.49504,,,0.002,13.49939,,,0.00221,13.4888,,,0.00241,13.47695,,,0.00263,13.47036,,,0.00287,13.47354,,,0.00315,13.48139,,,0.00345
2060.40678341,13.49068,,,0.00267,13.50768,,,0.00203,13.513,,,0.00224,13.50254,,,0.00245,13.49068,,,0.00267,13.48398,,,0.00291,13.48728,,,0.0032,13.49528,,,0.0035
2060.42721562,13.49824,,,0.00267,13.51361,,,0.00202,13.51954,,,0.00223,13.50959,,,0.00244,13.49824,,,0.00267,13.49206,,,0.00291,13.49561,,,0.00319,13.50368,,,0.0035
2060.44764782,13.51346,,,0.00272,13.5273,,,0.00206,13.53439,,,0.00228,13.52469,,,0.0025,13.51346,,,0.00272,13.50737,,,0.00297,13.51104,,,0.00326,13.51923,,,0.00357
2060.46808003,13.5309,,,0.00276,13.54133,,,0.00208,13.55038,,,0.00231,13.54154,,,0.00253,13.5309,,,0.00276,13.52525,,,0.00301,13.52913,,,0.00331,13.53734,,,0.00362
2060.48851224,13.50945,,,0.00278,13.52188,,,0.0021,13.5294,,,0.00233,13.52025,,,0.00255,13.50945,,,0.00278,13.50416,,,0.00304,13.50844,,,0.00334,13.51661,,,0.00366
2060.50894444,13.53619,,,0.00275,13.54749,,,0.00208,13.55592,,,0.0023,13.54683,,,0.00252,13.53619,,,0.00275,13.53077,,,0.003,13.53476,,,0.0033,13.54312,,,0.00361
2060.52937665,13.60948,,,0.00301,13.61161,,,0.00225,13.62617,,,0.00251,13.61886,,,0.00275,13.60948,,,0.00301,13.60509,,,0.00329,13.61032,,,0.00362,13.61917,,,0.00397
2060.54980886,13.66467,,,0.00315,13.66082,,,0.00234,13.67992,,,0.00263,13.6736,,,0.00288,13.66467,,,0.00315,13.66045,,,0.00345,13.6664,,,0.0038,13.67599,,,0.00416
2060.57024106,13.59803,,,0.00318,13.59919,,,0.00237,13.61356,,,0.00264,13.60666,,,0.0029,13.59803,,,0.00318,13.59528,,,0.00347,13.60255,,,0.00383,13.61181,,,0.0042
2060.59067337,13.12208,,,0.00187,13.16127,,,0.00145,13.14557,,,0.00157,13.13319,,,0.00171,13.12208,,,0.00187,13.11728,,,0.00204,13.1181,,,0.00223,13.12163,,,0.00243
2060.61110547,12.65834,,,0.00126,12.72427,,,0.00101,12.68858,,,0.00107,12.6718,,,0.00116,12.65834,,,0.00126,12.65206,,,0.00136,12.64944,,,0.00149,12.64985,,,0.00161
2060.63153767,12.62893,,,0.00122,12.69584,,,0.00098,12.65937,,,0.00104,12.6425,,,0.00112,12.62893,,,0.00122,12.62257,,,0.00132,12.61966,,,0.00144,12.61989,,,0.00156
2060.65196998,12.74848,,,0.00137,12.80892,,,0.00109,12.77709,,,0.00116,12.76141,,,0.00126,12.74848,,,0.00137,12.74253,,,0.00149,12.74035,,,0.00162,12.74123,,,0.00176
2060.67240208,12.86149,,,0.00149,12.91654,,,0.00118,12.88914,,,0.00126,12.87419,,,0.00137,12.86149,,,0.00149,12.85557,,,0.00162,12.85387,,,0.00177,12.85531,,,0.00192
