KBJD,raw_ap_chosen,post_decorr_ap_chosen,final_ap_chosen,err_ap_chosen,raw_ap_0,post_decorr_ap_0,final_ap_0,err_ap_0,raw_ap_1,post_decorr_ap_1,final_ap_1,err_ap_1,raw_ap_2,post_decorr_ap_2,final_ap_2,err_ap_2,raw_ap_3,post_decorr_ap_3,final_ap_3,err_ap_3,raw_ap_4,post_decorr_ap_4,final_ap_4,err_ap_4,raw_ap_5,post_decorr_ap_5,final_ap_5,err_ap_5,raw_ap_6,post_decorr_ap_6,final_ap_6,err_ap_6
2060.28419005,16.60051,,,0.04666,16.60051,,,0.04666,16.62579,,,0.0529,16.66169,,,0.06062,16.72922,,,0.07137,16.8379,,,0.08671,16.95892,,,0.10638,17.06632,,,0.12786
2060.30462236,16.61157,,,0.0471,16.61157,,,0.0471,16.63851,,,0.05348,16.6763,,,0.06139,16.74951,,,0.07265,16.86928,,,0.08917,17.01257,,,0.11167,17.15693,,,0.13887
2060.32505457,16.50015,,,0.04224,16.50015,,,0.04224,16.51658,,,0.0475,16.54537,,,0.05408,16.60543,,,0.06323,16.70469,,,0.07615,16.81792,,,0.09276,16.92396,,,0.11135
2060.34548668,16.42699,,,0.04057,16.42699,,,0.04057,16.43797,,,0.04539,16.46291,,,0.0515,16.51731,,,0.0599,16.60783,,,0.07156,16.70609,,,0.08597,16.78958,,,0.10108
2060.36591899,16.40389,,,0.03869,16.40389,,,0.03869,16.41474,,,0.04328,16.44108,,,0.04916,16.50028,,,0.05743,16.59932,,,0.06915,16.71137,,,0.08414,16.81333,,,0.10063
2060.3863512,16.44299,,,0.03991,16.44299,,,0.03991,16.45825,,,0.04482,16.48946,,,0.05114,16.55648,,,0.06018,16.66789,,,0.07329,16.79245,,,0.09021,16.9015,,,0.1086
2060.40678341,16.53045,,,0.04318,16.53045,,,0.04318,16.55323,,,0.04884,16.59117,,,0.05608,16.66832,,,0.0666,16.7958,,,0.08233,16.94222,,,0.1034,17.07577,,,0.12731
2060.42721562,16.61169,,,0.04662,16.61169,,,0.04662,16.64153,,,0.05307,16.68558,,,0.06128,16.76969,,,0.07325,16.90681,,,0.09135,17.06276,,,0.11574,17.20093,,,0.14311
2060.44764782,16.56482,,,0.0446,16.56482,,,0.0446,16.59045,,,0.05057,16.63112,,,0.05821,16.71129,,,0.06933,16.84269,,,0.08601,16.99026,,,0.10814,17.11797,,,0.13243
2060.46808003,16.46863,,,0.04078,16.46863,,,0.04078,16.48733,,,0.04595,16.52247,,,0.05262,16.59532,,,0.06225,16.71471,,,0.07638,16.8475,,,0.09473,16.96267,,,0.11467
2060.48851224,16.41277,,,0.03974,16.41277,,,0.03974,16.42685,,,0.04459,16.45794,,,0.05087,16.5275,,,0.06,16.64289,,,0.07334,16.77104,,,0.09057,16.88202,,,0.10922
2060.50894444,16.41005,,,0.03907,16.41005,,,0.03907,16.42364,,,0.04382,16.45431,,,0.04998,16.5231,,,0.0589,16.63683,,,0.07189,16.76096,,,0.08845,16.86437,,,0.10593
2060.52937665,16.45972,,,0.04064,16.45972,,,0.04064,16.48267,,,0.04597,16.52718,,,0.0531,16.63113,,,0.06464,16.80872,,,0.08368,17.04426,,,0.11408,17.3167,,,0.15963
2060.54980886,16.56587,,,0.04494,16.56587,,,0.04494,16.59832,,,0.05128,16.65268,,,0.05978,16.7724,,,0.07384,16.97776,,,0.09806,17.25928,,,0.13947,17.60203,,,0.20821
2060.57024106,16.57002,,,0.05086,16.57002,,,0.05086,16.62238,,,0.05912,16.71538,,,0.0714,16.96592,,,0.09949,17.49594,,,0.17818,19.1365,,,0.88604,,,,
2060.59067337,16.50203,,,0.04168,16.50203,,,0.04168,16.52938,,,0.04734,16.57871,,,0.05492,16.69079,,,0.06736,16.88242,,,0.08833,17.13899,,,0.12278,17.43792,,,0.17604
2060.61110547,16.41464,,,0.03867,16.41464,,,0.03867,16.4345,,,0.04362,16.4758,,,0.05023,16.57246,,,0.06074,16.73635,,,0.07764,16.94782,,,0.10352,17.18103,,,0.13971
2060.63153767,16.3824,,,0.03755,16.3824,,,0.03755,16.39956,,,0.04225,16.43811,,,0.04853,16.5291,,,0.05838,16.68256,,,0.07391,16.87629,,,0.09696,17.08192,,,0.12757
2060.65196998,16.41373,,,0.03855,16.41373,,,0.03855,16.43386,,,0.0435,16.47577,,,0.05012,16.57225,,,0.0606,16.73458,,,0.07735,16.94049,,,0.10261,17.16044,,,0.1368
2060.67240208,16.48657,,,0.04079,16.48657,,,0.04079,16.5113,,,0.04622,16.55741,,,0.05347,16.66016,,,0.06501,16.83321,,,0.08381,17.05444,,,0.11276,17.29214,,,0.15281
2060.69283438,16.58471,,,0.04442,16.58471,,,0.04442,16.61756,,,0.05071,16.67193,,,0.05911,16.78877,,,0.07282,16.98724,,,0.0961,17.25013,,,0.13435,17.54727,,,0.19232
2060.71326658,16.56881,,,0.0448,16.56881,,,0.0448,16.60075,,,0.0511,16.65413,,,0.0595,16.76739,,,0.07306,16.95809,,,0.09573,17.20581,,,0.13198,17.47873,,,0.18476
2060.73369869,16.46689,,,0.0398,16.46689,,,0.0398,16.49055,,,0.04505,16.53601,,,0.05208,16.63603,,,0.06317,16.80284,,,0.08097,17.01062,,,0.1076,17.22366,,,0.14254
2060.75413099,16.40364,,,0.0372,16.40364,,,0.0372,16.42198,,,0.0419,16.46197,,,0.04819,16.55465,,,0.05806,16.70976,,,0.07362,16.90112,,,0.09636,17.09328,,,0.12522
2060.77456319,16.38612,,,0.03577,16.38612,,,0.03577,16.40379,,,0.04027,16.44343,,,0.0463,16.53769,,,0.05587,16.69607,,,0.07105,16.89383,,,0.09355,17.09593,,,0.12268
2060.79499529,16.43912,,,0.03751,16.43912,,,0.03751,16.4587,,,0.0423,16.49826,,,0.04863,16.58692,,,0.05837,16.73247,,,0.07336,16.89594,,,0.09359,17.02948,,,0.11523
