KBJD,raw_ap_chosen,post_decorr_ap_chosen,final_ap_chosen,err_ap_chosen,raw_ap_0,post_decorr_ap_0,final_ap_0,err_ap_0,raw_ap_1,post_decorr_ap_1,final_ap_1,err_ap_1,raw_ap_2,post_decorr_ap_2,final_ap_2,err_ap_2,raw_ap_3,post_decorr_ap_3,final_ap_3,err_ap_3,raw_ap_4,post_decorr_ap_4,final_ap_4,err_ap_4,raw_ap_5,post_decorr_ap_5,final_ap_5,err_ap_5,raw_ap_6,post_decorr_ap_6,final_ap_6,err_ap_6
2060.28418946,9.89904,,,0.00015,9.89224,,,0.00011,9.89016,,,0.00012,9.89045,,,0.00012,9.89286,,,0.00013,9.89554,,,0.00013,9.89732,,,0.00014,9.89904,,,0.00015
2060.30462177,9.90032,,,0.00015,9.89574,,,0.00011,9.89356,,,0.00012,9.89348,,,0.00012,9.8955,,,0.00013,9.89771,,,0.00013,9.89902,,,0.00014,9.90032,,,0.00015
2060.32505398,9.89942,,,0.00015,9.89282,,,0.00011,9.89075,,,0.00012,9.89103,,,0.00012,9.89342,,,0.00013,9.89605,,,0.00013,9.89776,,,0.00014,9.89942,,,0.00015
2060.34548609,9.89839,,,0.00015,9.8892,,,0.00011,9.88725,,,0.00012,9.88796,,,0.00012,9.89083,,,0.00013,9.89403,,,0.00013,9.89626,,,0.00014,9.89839,,,0.00015
2060.3659184,9.89728,,,0.00015,9.88587,,,0.00011,9.88402,,,0.00012,9.8851,,,0.00012,9.88838,,,0.00013,9.89205,,,0.00013,9.89469,,,0.00014,9.89728,,,0.00015
2060.3863506,9.89561,,,0.00015,9.8789,,,0.00011,9.87733,,,0.00012,9.87934,,,0.00012,9.88365,,,0.00013,9.88848,,,0.00013,9.89211,,,0.00014,9.89561,,,0.00015
2060.40678281,9.89592,,,0.00015,9.87991,,,0.00011,9.87829,,,0.00012,9.88017,,,0.00012,9.88435,,,0.00013,9.88903,,,0.00013,9.89252,,,0.00014,9.89592,,,0.00015
2060.42721502,9.89559,,,0.00015,9.87846,,,0.00011,9.87703,,,0.00012,9.8792,,,0.00012,9.88356,,,0.00013,9.88841,,,0.00013,9.89206,,,0.00014,9.89559,,,0.00015
2060.44764723,9.89503,,,0.00015,9.87614,,,0.00011,9.87482,,,0.00011,9.87729,,,0.00012,9.88197,,,0.00012,9.88717,,,0.00013,9.89115,,,0.00014,9.89503,,,0.00015
2060.46807943,9.89439,,,0.00015,9.87395,,,0.00011,9.87285,,,0.00011,9.87564,,,0.00012,9.88055,,,0.00012,9.88597,,,0.00013,9.89021,,,0.00014,9.89439,,,0.00015
2060.48851164,9.89389,,,0.00015,9.872,,,0.00011,9.87089,,,0.00011,9.87395,,,0.00012,9.8792,,,0.00012,9.88497,,,0.00013,9.88944,,,0.00014,9.89389,,,0.00015
2060.50894385,9.89419,,,0.00014,9.8728,,,0.00011,9.87189,,,0.00011,9.87495,,,0.00012,9.88002,,,0.00012,9.88557,,,0.00013,9.88994,,,0.00014,9.89419,,,0.00014
2060.52937605,9.89342,,,0.00015,9.87068,,,0.00011,9.86969,,,0.00011,9.87288,,,0.00012,9.87823,,,0.00012,9.88413,,,0.00013,9.88877,,,0.00014,9.89342,,,0.00015
2060.54980826,9.89343,,,0.00015,9.87154,,,0.00011,9.87044,,,0.00011,9.87345,,,0.00012,9.8786,,,0.00012,9.88431,,,0.00013,9.88885,,,0.00014,9.89343,,,0.00015
2060.57024046,9.89344,,,0.00015,9.87051,,,0.00011,9.86922,,,0.00012,9.87231,,,0.00012,9.87769,,,0.00013,9.88367,,,0.00014,9.88851,,,0.00014,9.89344,,,0.00015
2060.59067277,9.89282,,,0.00014,9.86792,,,0.00011,9.8672,,,0.00011,9.87094,,,0.00012,9.87669,,,0.00012,9.88297,,,0.00013,9.88788,,,0.00014,9.89282,,,0.00014
2060.61110487,9.89306,,,0.00015,9.86913,,,0.00011,9.86835,,,0.00011,9.87183,,,0.00012,9.87734,,,0.00012,9.88336,,,0.00013,9.88818,,,0.00014,9.89306,,,0.00015
2060.63153707,9.89288,,,0.00015,9.86977,,,0.00011,9.86897,,,0.00011,9.8723,,,0.00012,9.8776,,,0.00012,9.8834,,,0.00013,9.88807,,,0.00014,9.89288,,,0.00015
2060.65196938,9.89267,,,0.00015,9.86857,,,0.00011,9.86789,,,0.00011,9.87144,,,0.00012,9.87692,,,0.00012,9.88288,,,0.00013,9.8877,,,0.00014,9.89267,,,0.00015
2060.67240148,9.89274,,,0.00015,9.86938,,,0.00011,9.86862,,,0.00011,9.87201,,,0.00012,9.87736,,,0.00012,9.88319,,,0.00013,9.88786,,,0.00014,9.89274,,,0.00015
2060.69283378,9.89286,,,0.00015,9.87026,,,0.00011,9.86942,,,0.00011,9.87264,,,0.00012,9.87784,,,0.00012,9.8835,,,0.00013,9.88804,,,0.00014,9.89286,,,0.00015
2060.71326598,9.89255,,,0.00015,9.86828,,,0.00011,9.86781,,,0.00011,9.87151,,,0.00012,9.87695,,,0.00012,9.88276,,,0.00013,9.88755,,,0.00014,9.89255,,,0.00015
2060.73369808,9.89219,,,0.00015,9.86763,,,0.00011,9.86719,,,0.00011,9.87093,,,0.00012,9.87638,,,0.00012,9.88222,,,0.00013,9.88707,,,0.00014,9.89219,,,0.00015
2060.75413038,9.89199,,,0.00015,9.86854,,,0.00011,9.8678,,,0.00011,9.87117,,,0.00012,9.87645,,,0.00012,9.88222,,,0.00013,9.8869,,,0.00014,9.89199,,,0.00015
2060.77456258,9.89182,,,0.00014,9.86842,,,0.00011,9.86766,,,0.00011,9.87109,,,0.00012,9.87634,,,0.00012,9.88207,,,0.00013,9.88673,,,0.00014,9.89182,,,0.00014
2060.79499468,9.89243,,,0.00014,9.87036,,,0.00011,9.8693,,,0.00011,9.87256,,,0.00012,9.87763,,,0.00012,9.88323,,,0.00013,9.88768,,,0.00013,9.89243,,,0.00014
2060.81542698,9.89283,,,0.00014,9.8744,,,0.00011,9.87301,,,0.00011,9.87549,,,0.00012,9.87986,,,0.00012,9.88476,,,0.00013,9.88854,,,0.00013,9.89283,,,0.00014
2060.83585918,9.8925,,,0.00014,9.8729,,,0.00011,9.87161,,,0.00011,9.87434,,,0.00012,9.87886,,,0.00012,9.88392,,,0.00013,9.88801,,,0.00013,9.8925,,,0.00014
2060.85629128,9.89282,,,0.00014,9.87453,,,0.00011,9.87305,,,0.00011,9.8755,,,0.00012,9.87982,,,0.00012,9.88469,,,0.00013,9.88855,,,0.00013,9.89282,,,0.00014
2060.87672358,9.89285,,,0.00014,9.87459,,,0.00011,9.87298,,,0.00011,9.87563,,,0.00011,9.88001,,,0.00012,9.88486,,,0.00012,9.88863,,,0.00013,9.89285,,,0.00014
2060.89715577,9.89484,,,0.00013,9.88288,,,0.00011,9.88063,,,0.00011,9.88192,,,0.00011,9.88498,,,0.00012,9.88876,,,0.00012,9.89171,,,0.00013,9.89484,,,0.00013
2060.91758807,9.89479,,,0.00014,9.88487,,,0.00011,9.88251,,,0.00011,9.88326,,,0.00011,9.88583,,,0.00012,9.8891,,,0.00012,9.89175,,,0.00013,9.89479,,,0.00014
2060.93802017,9.89289,,,0.00014,9.87654,,,0.00011,9.87467,,,0.00011,9.87684,,,0.00012,9.88076,,,0.00012,9.8852,,,0.00013,9.8888,,,0.00013,9.89289,,,0.00014
2060.95845236,9.89534,,,0.00013,9.88625,,,0.00011,9.88387,,,0.00011,9.88457,,,0.00011,9.88696,,,0.00012,9.89006,,,0.00012,9.89257,,,0.00013,9.89534,,,0.00013
2060.97888466,9.89588,,,0.00013,9.88653,,,0.00011,9.88451,,,0.00011,9.88554,,,0.00011,9.88788,,,0.00011,9.89071,,,0.00012,9.89332,,,0.00012,9.89588,,,0.00013
