KBJD,raw_ap_chosen,post_decorr_ap_chosen,final_ap_chosen,err_ap_chosen,raw_ap_0,post_decorr_ap_0,final_ap_0,err_ap_0,raw_ap_1,post_decorr_ap_1,final_ap_1,err_ap_1,raw_ap_2,post_decorr_ap_2,final_ap_2,err_ap_2,raw_ap_3,post_decorr_ap_3,final_ap_3,err_ap_3,raw_ap_4,post_decorr_ap_4,final_ap_4,err_ap_4,raw_ap_5,post_decorr_ap_5,final_ap_5,err_ap_5,raw_ap_6,post_decorr_ap_6,final_ap_6,err_ap_6
2060.28419005,13.1703,,,0.0027,,,,,13.17243,,,0.00222,13.17692,,,0.00246,13.1703,,,0.0027,13.16116,,,0.00294,13.1577,,,0.00321,13.16132,,,0.0035
2060.30462236,13.21157,,,0.00284,,,,,13.20841,,,0.00232,13.21584,,,0.00259,13.21157,,,0.00284,13.20395,,,0.0031,13.20149,,,0.00339,13.20588,,,0.0037
2060.32505457,13.26448,,,0.00293,,,,,13.25696,,,0.00239,13.2668,,,0.00266,13.26448,,,0.00293,13.2588,,,0.0032,13.25904,,,0.00351,13.26655,,,0.00384
2060.34548668,13.31318,,,0.00311,,,,,13.30256,,,0.00252,13.31407,,,0.00282,13.31318,,,0.00311,13.3095,,,0.0034,13.31311,,,0.00374,13.32481,,,0.00411
2060.36591899,13.3269,,,0.00303,,,,,13.31583,,,0.00246,13.32752,,,0.00274,13.3269,,,0.00303,13.32395,,,0.00331,13.32834,,,0.00364,13.34099,,,0.00401
2060.3863512,13.23761,,,0.0028,,,,,13.23411,,,0.00229,13.24126,,,0.00255,13.23761,,,0.0028,13.23356,,,0.00306,13.23737,,,0.00336,13.24974,,,0.0037
2060.40678341,12.90061,,,0.00208,,,,,12.90599,,,0.00172,12.90657,,,0.0019,12.90061,,,0.00208,12.89658,,,0.00227,12.89918,,,0.0025,12.90938,,,0.00274
2060.42721562,12.59079,,,0.00155,,,,,12.60296,,,0.00129,12.59862,,,0.00142,12.59079,,,0.00155,12.58664,,,0.00169,12.58862,,,0.00185,12.5976,,,0.00203
2060.44764782,12.46329,,,0.00139,,,,,12.47814,,,0.00116,12.47213,,,0.00127,12.46329,,,0.00139,12.45856,,,0.00151,12.45978,,,0.00166,12.46787,,,0.00181
2060.46808003,12.50003,,,0.00144,,,,,12.5234,,,0.00121,12.51382,,,0.00132,12.50003,,,0.00144,12.4895,,,0.00156,12.48426,,,0.0017,12.48566,,,0.00185
2060.48851224,12.49879,,,0.00148,,,,,12.56206,,,0.00129,12.53532,,,0.00139,12.49879,,,0.00148,12.46211,,,0.00157,12.42821,,,0.00167,12.40075,,,0.00177
