KBJD,raw_ap_chosen,post_decorr_ap_chosen,final_ap_chosen,err_ap_chosen,raw_ap_0,post_decorr_ap_0,final_ap_0,err_ap_0,raw_ap_1,post_decorr_ap_1,final_ap_1,err_ap_1,raw_ap_2,post_decorr_ap_2,final_ap_2,err_ap_2,raw_ap_3,post_decorr_ap_3,final_ap_3,err_ap_3,raw_ap_4,post_decorr_ap_4,final_ap_4,err_ap_4,raw_ap_5,post_decorr_ap_5,final_ap_5,err_ap_5,raw_ap_6,post_decorr_ap_6,final_ap_6,err_ap_6
2060.28419354,14.79718,,,0.00346,14.79718,,,0.00346,14.78684,,,0.00377,14.77377,,,0.00411,14.75977,,,0.00447,14.7502,,,0.00486,14.74847,,,0.00531,14.75199,,,0.00579
2060.30462585,14.79016,,,0.00352,14.79016,,,0.00352,14.77925,,,0.00383,14.76592,,,0.00417,14.75177,,,0.00454,14.74198,,,0.00493,14.7402,,,0.00539,14.74367,,,0.00588
2060.32505806,14.78353,,,0.00346,14.78353,,,0.00346,14.77228,,,0.00376,14.75897,,,0.0041,14.74507,,,0.00446,14.73566,,,0.00485,14.73407,,,0.0053,14.73764,,,0.00578
2060.34549017,14.77852,,,0.0034,14.77852,,,0.0034,14.76657,,,0.0037,14.75288,,,0.00402,14.73886,,,0.00438,14.72945,,,0.00476,14.72758,,,0.0052,14.73081,,,0.00567
2060.36592248,14.77143,,,0.00337,14.77143,,,0.00337,14.76003,,,0.00366,14.7471,,,0.00399,14.73382,,,0.00435,14.72521,,,0.00472,14.72384,,,0.00516,14.72725,,,0.00563
2060.38635469,14.76443,,,0.00336,14.76443,,,0.00336,14.75281,,,0.00366,14.74016,,,0.00399,14.72749,,,0.00434,14.71961,,,0.00473,14.71848,,,0.00517,14.72176,,,0.00563
2060.4067869,14.76482,,,0.00337,14.76482,,,0.00337,14.75319,,,0.00366,14.74056,,,0.00399,14.72795,,,0.00435,14.72016,,,0.00473,14.71916,,,0.00517,14.72259,,,0.00564
2060.42721911,14.76386,,,0.00328,14.76386,,,0.00328,14.75246,,,0.00357,14.74011,,,0.00389,14.72784,,,0.00424,14.72036,,,0.00462,14.71941,,,0.00505,14.72277,,,0.0055
2060.44765132,14.76588,,,0.00332,14.76588,,,0.00332,14.7549,,,0.00362,14.7428,,,0.00394,14.7307,,,0.0043,14.72343,,,0.00468,14.72262,,,0.00511,14.72607,,,0.00557
2060.46808353,14.76807,,,0.00328,14.76807,,,0.00328,14.75777,,,0.00357,14.74605,,,0.00389,14.73412,,,0.00424,14.72702,,,0.00462,14.72619,,,0.00505,14.72953,,,0.0055
2060.48851573,14.77256,,,0.00335,14.77256,,,0.00335,14.7627,,,0.00365,14.75139,,,0.00399,14.73984,,,0.00435,14.73317,,,0.00473,14.73275,,,0.00518,14.73637,,,0.00565
2060.50894794,14.77946,,,0.00321,14.77946,,,0.00321,14.76942,,,0.00349,14.75789,,,0.00381,14.74635,,,0.00415,14.73948,,,0.00452,14.73854,,,0.00494,14.74166,,,0.00538
2060.52938015,14.78476,,,0.00328,14.78476,,,0.00328,14.77559,,,0.00358,14.76475,,,0.00391,14.75385,,,0.00426,14.74767,,,0.00464,14.74712,,,0.00508,14.75031,,,0.00553
2060.54981236,14.79127,,,0.00324,14.79127,,,0.00324,14.78258,,,0.00353,14.77198,,,0.00385,14.76122,,,0.0042,14.75512,,,0.00458,14.75476,,,0.00501,14.75815,,,0.00546
2060.57024456,14.79349,,,0.0034,14.79349,,,0.0034,14.78387,,,0.0037,14.7729,,,0.00404,14.76257,,,0.00441,14.75721,,,0.00481,14.75776,,,0.00527,14.7618,,,0.00575
2060.59067687,14.79543,,,0.00325,14.79543,,,0.00325,14.78735,,,0.00354,14.7775,,,0.00387,14.76762,,,0.00422,14.76237,,,0.0046,14.76232,,,0.00503,14.76563,,,0.00549
2060.61110897,14.79869,,,0.00323,14.79869,,,0.00323,14.79065,,,0.00353,14.78049,,,0.00385,14.77014,,,0.0042,14.76442,,,0.00458,14.76423,,,0.00501,14.76771,,,0.00546
2060.63154118,14.79946,,,0.00329,14.79946,,,0.00329,14.79176,,,0.00359,14.78175,,,0.00392,14.77137,,,0.00428,14.76564,,,0.00466,14.76532,,,0.0051,14.76864,,,0.00556
2060.65197348,14.79817,,,0.00326,14.79817,,,0.00326,14.79056,,,0.00356,14.78072,,,0.00389,14.77058,,,0.00424,14.76515,,,0.00462,14.76486,,,0.00506,14.76807,,,0.00551
2060.67240558,14.79506,,,0.00325,14.79506,,,0.00325,14.7872,,,0.00355,14.77721,,,0.00387,14.76688,,,0.00422,14.76129,,,0.0046,14.76073,,,0.00504,14.76367,,,0.00549
2060.69283789,14.79175,,,0.00327,14.79175,,,0.00327,14.7837,,,0.00357,14.77353,,,0.00389,14.76297,,,0.00425,14.75722,,,0.00463,14.75661,,,0.00506,14.75952,,,0.00552
2060.71327009,14.78436,,,0.00323,14.78436,,,0.00323,14.77635,,,0.00352,14.7664,,,0.00384,14.75616,,,0.00419,14.7507,,,0.00457,14.75037,,,0.005,14.75357,,,0.00545
2060.73370219,14.77921,,,0.00325,14.77921,,,0.00325,14.77095,,,0.00355,14.76096,,,0.00387,14.75076,,,0.00423,14.74547,,,0.00461,14.74485,,,0.00504,14.74761,,,0.00549
2060.75413449,14.77452,,,0.00317,14.77452,,,0.00317,14.76611,,,0.00345,14.75618,,,0.00377,14.74608,,,0.00411,14.74114,,,0.00449,14.74043,,,0.00491,14.7429,,,0.00534
2060.77456669,14.76726,,,0.00312,14.76726,,,0.00312,14.75883,,,0.0034,14.74923,,,0.00371,14.73969,,,0.00405,14.73542,,,0.00442,14.7348,,,0.00484,14.73704,,,0.00526
2060.7949988,14.76311,,,0.00299,14.76311,,,0.00299,14.75333,,,0.00325,14.74356,,,0.00355,14.73467,,,0.00387,14.73103,,,0.00422,14.7302,,,0.00462,14.73187,,,0.00502
2060.8154311,14.76166,,,0.00299,14.76166,,,0.00299,14.75235,,,0.00325,14.74251,,,0.00355,14.73303,,,0.00387,14.72902,,,0.00423,14.72777,,,0.00462,14.72914,,,0.00502
2060.8358633,14.76056,,,0.00296,14.76056,,,0.00296,14.75072,,,0.00322,14.74076,,,0.00351,14.73162,,,0.00383,14.72783,,,0.00418,14.72667,,,0.00456,14.72807,,,0.00496
2060.8562954,14.76403,,,0.00298,14.76403,,,0.00298,14.7538,,,0.00324,14.74354,,,0.00353,14.73415,,,0.00386,14.73012,,,0.0042,14.72868,,,0.00459,14.72983,,,0.00499
2060.87672769,14.76333,,,0.00295,14.76333,,,0.00295,14.75401,,,0.00321,14.74494,,,0.0035,14.73677,,,0.00383,14.73415,,,0.00418,14.73351,,,0.00457,14.73499,,,0.00497
2060.89715989,14.77049,,,0.00267,14.77049,,,0.00267,14.75938,,,0.0029,14.74931,,,0.00315,14.74091,,,0.00344,14.73789,,,0.00375,14.7361,,,0.00409,14.73651,,,0.00444
2060.91759219,14.77807,,,0.00282,14.77807,,,0.00282,14.76795,,,0.00306,14.75777,,,0.00334,14.74868,,,0.00364,14.74509,,,0.00397,14.74325,,,0.00434,14.74395,,,0.00471
2060.93802429,14.78012,,,0.00296,14.78012,,,0.00296,14.77154,,,0.00323,14.76253,,,0.00352,14.75418,,,0.00385,14.75142,,,0.0042,14.75057,,,0.00459,14.75191,,,0.00499
2060.95845649,14.78903,,,0.00273,14.78903,,,0.00273,14.77897,,,0.00296,14.76913,,,0.00323,14.76061,,,0.00352,14.75746,,,0.00384,14.75555,,,0.00419,14.75598,,,0.00455
2060.97888878,14.78806,,,0.00264,14.78806,,,0.00264,14.77983,,,0.00287,14.77159,,,0.00313,14.76462,,,0.00342,14.76295,,,0.00373,14.76209,,,0.00407,14.76336,,,0.00442
2060.99932088,14.7867,,,0.00258,14.7867,,,0.00258,14.7798,,,0.0028,14.77277,,,0.00306,14.76695,,,0.00334,14.76625,,,0.00365,14.76585,,,0.00399,14.76733,,,0.00433
2061.01975307,14.78825,,,0.00257,14.78825,,,0.00257,14.78329,,,0.0028,14.77723,,,0.00305,14.77168,,,0.00334,14.77124,,,0.00364,14.77135,,,0.00398,14.77334,,,0.00433
2061.04018537,14.79106,,,0.00262,14.79106,,,0.00262,14.78456,,,0.00284,14.77766,,,0.0031,14.7719,,,0.00339,14.77109,,,0.00371,14.77079,,,0.00405,14.77255,,,0.0044
2061.06061756,14.79064,,,0.00254,14.79064,,,0.00254,14.7847,,,0.00276,14.77822,,,0.00301,14.77273,,,0.00329,14.77216,,,0.0036,14.77233,,,0.00393,14.77459,,,0.00427
2061.08104966,14.78821,,,0.00257,14.78821,,,0.00257,14.78279,,,0.00279,14.77643,,,0.00305,14.77078,,,0.00333,14.77006,,,0.00364,14.77021,,,0.00397,14.77251,,,0.00432
2061.10148195,14.78577,,,0.00258,14.78577,,,0.00258,14.78043,,,0.0028,14.77393,,,0.00306,14.76791,,,0.00334,14.76693,,,0.00365,14.7668,,,0.00398,14.76884,,,0.00433
2061.12191405,14.78369,,,0.00256,14.78369,,,0.00256,14.77802,,,0.00278,14.7714,,,0.00303,14.76544,,,0.00331,14.76447,,,0.00362,14.76448,,,0.00395,14.76679,,,0.0043
2061.14234634,14.7751,,,0.00273,14.7751,,,0.00273,14.77001,,,0.00298,14.76387,,,0.00326,14.75794,,,0.00356,14.75715,,,0.00389,14.75792,,,0.00426,14.7609,,,0.00463
2061.16277853,14.77101,,,0.00256,14.77101,,,0.00256,14.76504,,,0.00278,14.7586,,,0.00303,14.75294,,,0.00331,14.75226,,,0.00362,14.7527,,,0.00396,14.75535,,,0.0043
2061.18321062,14.77228,,,0.00241,14.77228,,,0.00241,14.76295,,,0.00261,14.75354,,,0.00283,14.74585,,,0.00309,14.74262,,,0.00336,14.74051,,,0.00366,14.74136,,,0.00398
2061.20364292,14.76577,,,0.00233,14.76577,,,0.00233,14.75611,,,0.00252,14.74668,,,0.00274,14.73911,,,0.00298,14.73606,,,0.00325,14.73409,,,0.00354,14.73505,,,0.00384
2061.22407511,14.76173,,,0.00237,14.76173,,,0.00237,14.75227,,,0.00256,14.74291,,,0.00278,14.73529,,,0.00303,14.73211,,,0.0033,14.73017,,,0.0036,14.73127,,,0.00391
2061.2445072,14.75839,,,0.00236,14.75839,,,0.00236,14.74811,,,0.00255,14.73832,,,0.00277,14.73059,,,0.00302,14.72733,,,0.00328,14.7252,,,0.00358,14.72606,,,0.00388
2061.26493949,14.75596,,,0.00238,14.75596,,,0.00238,14.74567,,,0.00257,14.73571,,,0.0028,14.72766,,,0.00304,14.72406,,,0.00331,14.72187,,,0.00361,14.72282,,,0.00392
2061.44882918,14.78398,14.78356,14.784316628998802,0.00239,14.78398,14.78356,14.784316628998802,0.00239,14.78887,14.78655,14.79288353643565,0.00262,14.79015,14.78726,14.784221530426603,0.00287,14.78642,14.78569,14.786226619495501,0.00314,14.77905,14.7817,14.776548610745053,0.0034,14.77376,14.77797,14.773710980960791,0.0037,14.77078,14.77576,14.769171461652054,0.004
2061.46926137,14.78724,14.78259,14.778718398203994,0.00241,14.78724,14.78259,14.778718398203994,0.00241,14.79251,14.78488,14.786658580808197,0.00265,14.79435,14.78493,14.784233113446529,0.00291,14.79112,14.78212,14.781810713276474,0.00318,14.78423,14.7765,14.768534108781244,0.00345,14.77877,14.7725,14.770265634933128,0.00375,14.7754,14.77069,14.770241114912281,0.00405
2061.48969365,14.78912,14.78484,14.783923348793714,0.00231,14.78912,14.78484,14.783923348793714,0.00231,14.79404,14.78667,14.787162363920467,0.00253,14.79562,14.78638,14.787976520720425,0.00278,14.79238,14.78341,14.783594874034923,0.00303,14.78571,14.77785,14.774130260354703,0.00329,14.78035,14.77387,14.766373512820426,0.00357,14.77703,14.77207,14.768398185643534,0.00386
2061.51012574,14.78911,14.78515,14.78549365500326,0.00231,14.78911,14.78515,14.78549365500326,0.00231,14.79385,14.78709,14.791780981469529,0.00253,14.7953,14.78688,14.787960979136434,0.00277,14.79207,14.78416,14.780815801562314,0.00303,14.78543,14.77885,14.775167216825224,0.00328,14.78014,14.77502,14.774594854733522,0.00357,14.77684,14.77326,14.774401533405227,0.00385
