KBJD,raw_ap_chosen,post_decorr_ap_chosen,final_ap_chosen,err_ap_chosen,raw_ap_0,post_decorr_ap_0,final_ap_0,err_ap_0,raw_ap_1,post_decorr_ap_1,final_ap_1,err_ap_1,raw_ap_2,post_decorr_ap_2,final_ap_2,err_ap_2,raw_ap_3,post_decorr_ap_3,final_ap_3,err_ap_3,raw_ap_4,post_decorr_ap_4,final_ap_4,err_ap_4,raw_ap_5,post_decorr_ap_5,final_ap_5,err_ap_5,raw_ap_6,post_decorr_ap_6,final_ap_6,err_ap_6
2060.28419413,12.62093,,,0.00142,12.62948,,,0.00108,12.62238,,,0.00117,12.62121,,,0.00129,12.62093,,,0.00142,12.62055,,,0.00155,12.61665,,,0.00169,12.61332,,,0.00183
2060.30462644,12.67057,,,0.00149,12.67255,,,0.00112,12.66848,,,0.00123,12.66939,,,0.00135,12.67057,,,0.00149,12.67117,,,0.00163,12.66772,,,0.00178,12.66464,,,0.00192
2060.32505865,12.71753,,,0.00154,12.71574,,,0.00116,12.71368,,,0.00127,12.71569,,,0.0014,12.71753,,,0.00154,12.71847,,,0.00169,12.71543,,,0.00184,12.71277,,,0.002
2060.34549076,12.76163,,,0.00161,12.75717,,,0.0012,12.75674,,,0.00132,12.7594,,,0.00146,12.76163,,,0.00161,12.76275,,,0.00176,12.76004,,,0.00192,12.7578,,,0.00208
2060.36592308,12.80157,,,0.00164,12.79267,,,0.00123,12.7943,,,0.00135,12.79821,,,0.00149,12.80157,,,0.00164,12.80362,,,0.0018,12.80138,,,0.00197,12.79941,,,0.00214
2060.38635529,12.83724,,,0.0017,12.82573,,,0.00126,12.82888,,,0.00139,12.8333,,,0.00154,12.83724,,,0.0017,12.83976,,,0.00186,12.83792,,,0.00204,12.83633,,,0.00221
2060.4067875,12.8689,,,0.00175,12.85426,,,0.00129,12.85899,,,0.00143,12.86434,,,0.00158,12.8689,,,0.00175,12.8718,,,0.00192,12.87024,,,0.00209,12.86888,,,0.00227
2060.42721971,12.89618,,,0.00176,12.87954,,,0.0013,12.88543,,,0.00144,12.89124,,,0.00159,12.89618,,,0.00176,12.89937,,,0.00193,12.89815,,,0.00211,12.89712,,,0.00229
2060.44765191,12.92174,,,0.00181,12.90296,,,0.00134,12.90996,,,0.00148,12.91637,,,0.00164,12.92174,,,0.00181,12.92522,,,0.00199,12.92421,,,0.00217,12.92334,,,0.00236
2060.46808412,12.94488,,,0.00182,12.92417,,,0.00134,12.93215,,,0.00149,12.93906,,,0.00165,12.94488,,,0.00182,12.94875,,,0.00201,12.94801,,,0.00219,12.94731,,,0.00238
2060.48851633,12.96842,,,0.00191,12.9448,,,0.0014,12.9543,,,0.00155,12.9619,,,0.00172,12.96842,,,0.00191,12.97279,,,0.0021,12.97211,,,0.0023,12.97153,,,0.0025
2060.50894854,12.99466,,,0.00186,12.97104,,,0.00137,12.98103,,,0.00152,12.98851,,,0.00168,12.99466,,,0.00186,12.99864,,,0.00205,12.99838,,,0.00224,12.99831,,,0.00243
2060.52938075,13.02193,,,0.00196,12.99587,,,0.00144,13.007,,,0.0016,13.01477,,,0.00177,13.02193,,,0.00196,13.0271,,,0.00216,13.02725,,,0.00237,13.02731,,,0.00257
2060.54981295,13.04977,,,0.00203,13.0208,,,0.00148,13.03344,,,0.00164,13.04207,,,0.00183,13.04977,,,0.00203,13.05527,,,0.00223,13.05567,,,0.00244,13.05591,,,0.00266
2060.57024516,13.06652,,,0.00223,13.03083,,,0.00162,13.04593,,,0.0018,13.05656,,,0.00201,13.06652,,,0.00223,13.07408,,,0.00247,13.07437,,,0.0027,13.07409,,,0.00294
2060.59067747,13.07377,,,0.00197,13.04378,,,0.00144,13.05727,,,0.0016,13.06571,,,0.00178,13.07377,,,0.00197,13.07977,,,0.00217,13.08063,,,0.00238,13.08131,,,0.00259
2060.61110957,13.07969,,,0.00206,13.04877,,,0.0015,13.06264,,,0.00167,13.07162,,,0.00185,13.07969,,,0.00206,13.0855,,,0.00227,13.08624,,,0.00248,13.08683,,,0.0027
2060.63154178,13.09325,,,0.00206,13.0623,,,0.0015,13.07638,,,0.00167,13.08517,,,0.00186,13.09325,,,0.00206,13.09918,,,0.00227,13.10015,,,0.00249,13.10094,,,0.00271
